user_id,region,device,channel,session_duration,session_start
10964006,Germany,Mac,Yandex,9.317944575970644,2023-05-13 04:00:27
10964006,Germany,Mac,Yandex,21.288979448826137,2023-05-14 04:21:06
10964006,Germany,Mac,Yandex,18.3584950296818,2023-05-12 04:50:17
12358165,United States,iPhone,Yandex,0.9532969605105356,2023-05-11 11:01:14
12358165,United States,iPhone,Yandex,7.406290737282412,2023-05-10 23:16:24
12545358,United States,Mac,Organic,16.607698803856497,2023-05-06 03:18:30
12545358,United States,Mac,Organic,44.58607752897831,2023-05-05 19:22:46
16165560,United States,PC,Yandex,17.42813656054524,2023-05-11 08:22:38
16165560,United States,PC,Yandex,2.550662340652424,2023-05-10 20:29:59
17733464,France,iPhone,Organic,1.0657988284976767,2023-05-12 11:08:25
17733464,France,iPhone,Organic,58.96691700795483,2023-05-14 03:18:11
17733464,France,iPhone,Organic,2.405477298980178,2023-05-13 10:46:15
27528400,United States,PC,Organic,33.57536062639512,2023-05-13 09:19:10
39167242,United States,iPhone,Yandex,144.77094035968275,2023-05-10 11:43:46
39167242,United States,iPhone,Yandex,52.59614695140121,2023-05-11 07:16:14
47343201,United States,iPhone,Organic,14.140213862577747,2023-05-07 16:55:48
49568422,Germany,iPhone,Organic,21.952848247601256,2023-05-11 18:16:53
51602715,Russian Federation,iPhone,Organic,34.44334232913737,2023-05-03 14:57:36
51602715,Russian Federation,iPhone,Organic,1.7933841374722297,2023-05-04 19:08:27
58494719,Germany,iPhone,Yandex,22.030845824762483,2023-05-04 08:31:04
59432616,Germany,iPhone,Organic,15.217046088912635,2023-05-04 04:21:21
59432616,Germany,iPhone,Organic,4.739522267792643,2023-05-03 07:06:42
64167615,United States,Android,Yandex,38.63482805171526,2023-05-12 17:09:46
64167615,United States,Android,Yandex,29.31801120688748,2023-05-05 04:24:37
64167615,United States,Android,Yandex,55.04453365996485,2023-05-01 20:32:38
64899929,United States,iPhone,Organic,8.64791786671935,2023-05-13 07:17:03
67618504,Germany,PC,Yandex,5.769087447760948,2023-05-14 12:36:02
67618504,Germany,PC,Yandex,19.674594199325742,2023-05-12 14:52:52
69399231,Germany,iPhone,Yandex,9.629680281783092,2023-05-13 01:10:07
77503711,Germany,Mac,Organic,18.316457630771097,2023-05-05 12:11:16
77503711,Germany,Mac,Organic,16.76923072512296,2023-05-07 22:55:11
86250248,United States,iPhone,Yandex,155.8563649284479,2023-05-13 01:42:02
86250248,United States,iPhone,Yandex,16.495883595848348,2023-05-14 16:49:15
100313486,United States,Mac,Yandex,4.344801238643886,2023-05-11 00:41:04
108295534,Germany,Android,Organic,109.33633473610232,2023-05-14 11:34:08
108295534,Germany,Android,Organic,8.10266073531354,2023-05-13 18:10:33
108757369,United States,Mac,Yandex,8.818392641630332,2023-05-01 18:02:00
108757369,United States,Mac,Yandex,25.318738752887167,2023-05-08 06:09:10
108757369,United States,Mac,Yandex,1.105529945620104,2023-05-02 20:31:08
108757369,United States,Mac,Yandex,23.88013873219997,2023-05-03 01:36:18
109325218,United States,iPhone,Google,15.53793337867123,2023-05-07 18:43:26
128728624,United States,Android,Organic,6.179926731760933,2023-05-05 16:25:36
143466291,Germany,iPhone,Organic,27.57780689341908,2023-05-08 04:19:52
143466291,Germany,iPhone,Google,27.06842861813833,2023-05-07 21:36:47
143766996,United States,iPhone,Yandex,22.22916297412311,2023-05-11 21:53:48
144245775,Russian Federation,Android,Organic,41.6469179918119,2023-05-13 14:57:41
144245775,Russian Federation,Android,Organic,19.07460880703989,2023-05-09 08:11:39
150943531,United States,Mac,Yandex,49.01723162629877,2023-05-13 04:04:23
150943531,United States,Mac,Yandex,68.10595055415097,2023-05-14 12:15:44
153019903,Germany,iPhone,Google,11.209288290264256,2023-05-10 11:49:15
160805092,United States,iPhone,Google,130.10559244141666,2023-05-09 21:27:21
160805092,United States,iPhone,Google,2.757386539600579,2023-05-11 15:15:22
160805092,United States,iPhone,Google,68.10693803348269,2023-05-10 11:15:48
165900845,United States,PC,Organic,18.819729240235265,2023-05-06 11:46:06
168664798,France,iPhone,Yandex,3.343274241570413,2023-05-11 22:18:28
168664798,France,iPhone,Yandex,39.97481006001813,2023-05-10 13:24:09
177634655,France,iPhone,Organic,8.028590456545135,2023-05-10 19:02:32
177634655,France,iPhone,Organic,7.853326155821174,2023-05-08 16:09:49
182492847,France,Android,Yandex,21.68795021526868,2023-05-01 12:10:14
182492847,France,Mac,Yandex,13.726835844068448,2023-05-08 21:26:02
182798929,United States,iPhone,Google,38.32550666286821,2023-05-09 00:31:06
182798929,United States,iPhone,Google,41.94979846452688,2023-05-10 08:24:07
182798929,United States,iPhone,Google,43.86615847266895,2023-05-13 09:35:02
182798929,United States,iPhone,Google,16.99167668826888,2023-05-08 04:11:28
188688685,United States,Mac,Yandex,24.049179886347236,2023-05-14 03:18:58
194762093,United States,Mac,Yandex,49.0206632859298,2023-05-06 15:57:06
227534998,Russian Federation,Android,Organic,4.202385084217634,2023-05-05 03:22:16
230507100,France,iPhone,Organic,18.85767897311054,2023-05-01 05:48:17
230507100,France,iPhone,Organic,75.96430550230818,2023-05-02 03:40:54
246010251,Germany,Mac,Organic,72.9715384225858,2023-05-06 08:27:13
246010251,Germany,Mac,Organic,5.9956944487728885,2023-05-01 22:52:35
246010251,Germany,Mac,Organic,67.8455460757068,2023-05-07 07:02:36
256585103,United States,iPhone,Google,6.870783949066456,2023-05-12 08:38:28
256585103,United States,iPhone,Google,18.039999703950524,2023-05-11 08:03:13
268486795,United States,PC,Yandex,57.58106178125503,2023-05-12 00:25:13
268486795,United States,Mac,Yandex,2.755695934699588,2023-05-11 07:24:12
270284187,Germany,Mac,Yandex,45.98463236078912,2023-05-08 16:03:11
270284187,Germany,PC,Yandex,104.07756340353924,2023-05-10 08:41:40
270284187,Germany,Mac,Yandex,2.7926219535162584,2023-05-09 04:09:17
270284187,Germany,Mac,Yandex,33.489747853033904,2023-05-11 20:25:23
281343150,Russian Federation,Android,Organic,16.111304882776704,2023-05-13 07:21:19
290262513,Russian Federation,Android,Organic,43.22213177606859,2023-05-12 13:32:45
290262513,Russian Federation,Android,Organic,33.78730461106939,2023-05-09 20:16:01
290262513,Russian Federation,Android,Organic,66.50219262122522,2023-05-13 20:59:14
298289068,United States,iPhone,Organic,26.28403968869603,2023-05-07 01:46:54
300768196,United States,PC,Yandex,13.708026309466044,2023-05-14 07:38:52
300768196,United States,PC,Yandex,0.0336371658257406,2023-05-12 15:27:23
300768196,United States,PC,Yandex,16.19868876070077,2023-05-13 00:24:26
307741145,Russian Federation,iPhone,Yandex,29.075994028248697,2023-05-04 04:52:35
323871315,Germany,Android,Yandex,28.29157528982231,2023-05-14 08:49:15
323871315,Germany,Android,Yandex,26.21733771557806,2023-05-12 02:43:32
340113707,United States,iPhone,Organic,105.73129385181544,2023-05-01 04:10:22
340113707,United States,iPhone,Organic,29.99424069090294,2023-05-03 16:59:37
340113707,United States,iPhone,Organic,5.611743230408494,2023-05-11 08:58:20
349643975,United States,iPhone,Organic,72.7663475316142,2023-05-11 09:24:27
366117989,Germany,iPhone,Organic,39.79162601436883,2023-05-06 13:29:56
366117989,Germany,iPhone,Organic,37.420890893261735,2023-05-12 22:35:22
366117989,Germany,iPhone,Organic,14.843212689507334,2023-05-07 03:17:50
374006782,United States,Mac,Organic,49.49510526294479,2023-05-14 16:23:14
374006782,United States,Mac,Organic,1.8790793369769447,2023-05-08 13:12:03
374006782,United States,Mac,Organic,0.934224933422624,2023-05-11 05:52:19
385693537,United States,Android,Organic,41.75274979094483,2023-05-13 20:55:38
385693537,United States,Android,Organic,25.396695373839965,2023-05-07 08:02:32
385693537,United States,Android,Organic,18.222234363997345,2023-05-12 15:36:01
